content,score
film barat kenapa jadi banyak bahasa indonya .,3
"bagus banget banyak filem"" nya aku suka banget langganan Netflix❤️‍🔥🥰🤗",5
aplikasi gatel. bayar e ruwet gak praktis. ga sido langganan,1
woi flix tambahin film lebih banyak,4
👍👍👍👍👍,5
seru banget,5
Increase the number of new Hollywood and Korean films and reduce the number of old films that no one watches anymore.,3
"pendaftaran berbelit - belit, udah masuk pake email dan sandi tetep aja masuk ke menu pendaftaran, udah nyoba masuk pake nomor hp masih sama aja. tolong dong agak di permudah pendaftaran nya makin ribet lagi belum juga masuk tiba-tiba ada di menu berlangganan kocak.",1
APLIKASI TERKONTOLLLLLLLLLLLLLLL,1
hapus semua data saya.. saya menyesal suda mengenal aplikasi ini,1
kenapa ya giliran film bagus di hapus kalau film jelek ditambah ke netflix jadi ga mood banget apalagi suka ngebug gajelas,2
ribet mendaftar,2
"anehh, mau nonton tapi ga bisa selalu loading dalam waktu lama padahal udh dibersihkan dan jaringan juga sudah bagus",1
ribet banget loginnya harus pakai gmail terus apalah,1
login nya susah,1
"bug, nak log out pun tak boleh.",2
kok gak ada film Godzilla nya sih aneh banget,3
bintang 3!! Loding terussss🤬,3
gajelas banget mau daftar aja dibikin ribet nih aplikasi nya gajelas,1
"aplikasi sering sekali eror, padahal langganan paket HD",1
loginnya terlalu ribet padahal akun sudah benar,1
"only be able watch trailer, keep loading even tho the connection is nice",1
karna kalo ada 2 akun terus 1 akun mau nonton tapi 1 akun lagi udah duluan nonton gak bisa. Terus update di mana?,4
kok saya GK bisa main rdr padahal hp saya Nokia dan saya sangat kecewa 😭😭,1
"gabisa di refund pdhl ga ngerasa beli, payah bgt netflix dah",1
baru saja di update minta up date lagi,1
kok banyak film yang katanya dah ada di Netflix tapi di saya gaada ya,1
"susah login, ribet, sudah clear chace, reinstall, pake paket data, ganti device susah bet loginnya",1
"aplikasi maling, aku sudah membayar dan saldo ku kepotong giliran mau nonton muncul pembayaran ditangguhkan.",2
pelit padahal cuma mau tau film apa,1
masi banyak film yang belum ada subtitle indonesia nya,2
Ngelag bangettt,1
tolong di bantu pemutarannya lambat bgt saya sudah bayar pakettannya,5
"aplikasi apa ini co di suruh login pas login gabisa sampe gua ulang 5× lebih, apa coba",1
blm sampai 1 BLN udah gak bisa putar film ya gmn sihh,2
"aplikasi jelekk, daftar nya aja susah minta ampun, banyak banget persyaratan mau masuk aja, jelek pokoknya menyulitkan orang mau nonton aja",1
ribet masukin email aja susah,2
saya tidak bisa memasukan kan email ga tau kenapa,1
pdhl sudah membatalkan langganan sudah log out ttp ada tagihan masuk,1
alpikasi ribet.mau masuk juga susah,1
netflix TAEK,1
GK jelas login aja GK bisa,1
susah masuknya,2
"saya sudah bayar, internet jg lancar tapi gk bisa nonton??",1
Mudah digunakan Terimakasih,5
"Saya menggunakan 2 ponsel untuk sehari hari. Namun salah satu ponsel utama saya malah tidak bisa jalankan film, sedangkan ponsel yang satunya bisa lancar. Yang lancar malah dalam kondisi lowbat jadi tidak bisa di teruskan buat nonton. kalo masalah ini tetap ada hingga masa berlangganan habis, saya putuskan tidak lanjut berlangganan aplikasi ini.",1
gk sesuai iklan,1
aku dah bayar lewat gopay.. saldo udah terpotong. tapi ttp pembayaran tertunda dan gak berhasil udah ke cs katanya suruh tunggu 24 jam dan setiap jam di cek. smpai skr masih gak bisa dan saldo hilang,1
update Mulu min busett baru ke Maren kayanya update udah update lagi ajah emang kalian pikir sayah beli kuota minta gitu kalo beli murah gitu buset dehh update Mulu herann meras kuota ini mahh yaa,1
lawakkk deccckkkk loginn aja gak bisaaa padahal udah betul semuanya sandinyaaa lawakkkk,1
"apk tdk berguna, masuknya ribet banget. apk in tdk rekomendet.",1
tidak dapat membuat akun,1
kalo masuk susah bgt,1
"Netflix kenapa sih, ada suaranya tapi layarnya abu-abu. aku udah hapus chace tapi tetap aja eror. Aku berlangganan loh ini!",2
"ini gimana kok gk bisa diputar, apa ada perbaikan apl? klu ada perbaikan aplikasi hrsnya ada informasi.",1
"Film Baru 45 Episode Tayangnya 1 Hr 1 Episode, Hrsnya Langsung Tayangin Semua Episode, Sy Kan Bayar Nonton Netflix, Jangan Dibikin Kayak Nonton TV Biasa",1
ngga jadi download ulasannya buruk,1
"film/series nyaa gasyoOOL SEMUAA coooyyy seruuu abiiieezzz, terutamaaa stranger things 😛😛😛🖐🏻❤️",5
ribet bgt mau login doang asw,1
garcep menangani masalah konsumen,5
apk jlek tai,1
aplikasi ga guna masuk aja di persulit padahal dah masuk pake akun lama malah di persulit lagi ga jelas,1
i can't sign up because my number is invalid they say.My number is valid btw.Please FIX THIS!,1
susah masuk,1
"ini kenapa y? waktu aku coba login email kok acc email nya ga valid? padahal uda bener & uda sesuai loh , email nya pakai acc google , disitu jga aku masukin password dengan benar sesuai acc aku. tau2 nya acc email aku dibilang ga valid, aku coba lagi dibilang acc email nya banyak upaya, dan 1 lagi knp dibilang gak ditemukan SM netflix? itu acc google, jadi yg punya apk ini jgn mentang2 sok tau blg akun email nya ga valid+nyuruh org bikin akun baru+akun ny ga ditemukan, mohon diperbaiki pls.",1
keliatan kapitalisnya,1
saya lebih suka lihat film di net flix dari pada di yautube kalau di YouTube gk bisa lama kalau nonton nya kalau di Netflix bisa nonton sepuasnya pokoknya❤️❤️❤️❤️,5
bagus kali tetapi ada yg berbayar mohon dibikin gratis supaya lebih banyak yg pake,5
tolong dong di aplikasi netflix nya di bagusin lalod2 terus padahal jaringan sya sdah bagus. knapa suka lalod2 klo tiap klo putas video nya....,3
"Aplikasi apa ini, banyak eror , kadang sering bacaan maaf akun tidak berada di rumah ini , maksudnya apaan Netflix? padahal saya sudah bayar",1
aneh akunya gamau kebuka udh langgannan,1
teledem bapa tr biisa masuk padaahl. su daftar tele kom bapa,1
sangat mengecewakan banyak film yang tidak ada di Netflix salah satunya the shadow's adge tapi di aplikasi ilegal tersebar banyak bahkan kualitasnya HD,1
"bnyak errornya jir, setiap mau nonton pasti gabsa pdhal internet lancar aja",1
"ini knp ya, nextflix mau mendaftar tp kok tulisannya terjadi masalah disitus ini terus? mohon jalan keluarnya dong",1
"saat memutar film suka lag pdhl udh hpus cache smua ttep erorr, pdahal nonton yt,tiktok aplikasi lain lancar semua",1
"gliran sudah bayar tapi gak bisa nonton sayanggg bngattt sudahhh bayarrr. kemarin2 gak gini, kenapa s3karang gak bisa dipake nonton sihhh",1
"54rb aja udah sekeren dan se worth it itu, apalagi yang 186rb🤍 banyak acara TV atau film original netflix yang terkenal dan baguss💓💓 recomended sih guys!",5
kok gak bisa daftar kesel bgt,3
kikir ajg,1
"saldo ovo saya ad salso ..tp pas mau byr netflik ny knp gk bs ,ud klik perbarui tp gk bs jg",1
Please make sure that your device has network connectivity and the Date and Time settings are accurate. (-121),1
"aku langganan baru dapet 3 hari tiba2 ga bisa login, terus keterangannya keanggotaan dibatalkan, kayak ""hah?"" ngapain juga aku batalin keanggotaan seharga 65rbu dalam 3 hari???? 😭😭 apalagi ini semua sosmedmu gaada buat kirim pesan, mau protes kemana aku?? kalau sudah aku pake selama 2 minggu sih aku ga masalah, ini masih 3 hari buset 😭",1
apaan² ni mau mendaftar aja susah amat gimana mau masuk,1
mau login aja susah huuu,1
"benci bet,maen potong saldo aja,minimal konfirmasi nunggu persetujuan dari yang mau berlangganan,bukan asal potong saldo aja",1
katanya 4k tp 1080p aja gk sampe,1
film nya harus yang baru,5
susah bnget daftarnya padahal udh bnr mlah diduruh buat akun baru🗿,1
netflix bagus tp masuk nya ribet ..... email lah macam lah yg gaptek gak BS nonton lah KLO mau spt yg lain aja beli paket udah.........yg ga beli paket ga BS nonton ga usah pakai pakai email lah nanti gak cocok lah jadi malas masuk Netflix,5
beri petunjuk beri petunjuk agar saya lebih mengerti,3
"tolong perbarui game gta san Andreas definifive nya🫤 tidak bisa main di HP tecno 7 5g, aplikasi ini tidak tersedia untuk perangkat Android anda disarankan Android yang lebih lama.. tolong pls",4
"aplikasi busuk, 2 kali login 2 kali topup, gak bisa masokkk apa²an ini, di perbaiki lahhh",1
"buatt gratiss min ☹️ masaa hruss berbayarrr!! masaa pas loginn jga hruss bayar,kitaa sebagian pelajar pengenn nonton jgaa minn 🗿 gda uang untk bulanan nyaaa,54.000rb🗿 manaa ad uang ku sgtuu minn,aihh tolongg laah☹️ knn ak jgaa nak nonton yg baru"" gbsa nonton di bioskop nonton di Netflix jgaa bguss,akuu kasihh rating 5 wlpunn gbsa masukk,gratisinn ke akuu dngg minn🥰 kloo di ytub hruss nunggu lamaa biar ad filim bioskop terbaruu,ayoo dngg minn gratisinn ke akuu😿",5
udah bayar tapi Masi gak bisa nonton. kecewa bangat,1
iloveyou net,5
"untuk login saja sulit, selalu saja ada notifikasi ""your device isn't part of the netflix household for this account"" lalu ini harus bagaimana? udah bayar mahal2 login aja sulit",1
Sangat baguss,5
"rata"" film nya ga seru paling saya nonton yng udh limitan atau basi sampah bngt nyesal langganan",1
ribet tololl,1
"tidak konfirmasi keanggotaan,, tiba2 saldo ewallet terpotong tanpa ada konfirmasi.. secara sepihak,, saldo ewallet saya(gopay),,terpotong utk pembayaran keanggotaan,,sementara saya tidak ada ikut keanggotaan netfix.. kecewa!!!!!",1
sesuai bagus syukaa,5
"kepada pengelola netflix, Saya minta tolong bantuannya untuk berhentikan langganan di akun saya, soal nya dari awal pembayaran saya tidak bisa log in ke akun saya, ada peringatan “terjadi masalah”. Jadi selama ini saya tidak pernah memakai akun saya, akan tetapi tiap bulan selalu ada tagihan sebesar 53rb tanpa ada pemberitahuan terlebih dahulu, jujur saya merasa sangat dirugikan, ini sudah terjadi mulai bulan Juli-sekarang Mohon dengan sangat untuk bantuan nya, Terima kasih🙏🏻",1
apk nya bagus,1
"gak semua film masuk di Netflix, mending cari dulu film di google apa ada di Netflix baru berlangganan Netflix.",2
"ga bisa di puter film,loading mulu😡😡👎👎👎",1
acaranya bagus2 dan seru2,5
"knp ya tiap nonton muter"" trs dan harus restart hp nya dlu baru bisa",3
gambar hitam tidak ada gambar nya hanya suara doang...solusi nya gimana ini udah instal berapa kalipun masih seperti ini juga,1
"masuk aplikasi harus bayar, ini sama sekali tidak bisa menonton dgn gratis",1
"pengalaman saya, sudah meminta permohonan untuk pembatalan langgan bulanan, di bulan Oktober, eh di bulan November,,, masih ada penagihan otomatis,, coba dijelaskan?",3
suka sama film2² nya bagus,5
"Sering tiba tiba berganti ke bhs portugis.. knp ya? lg tgh2 nonton tiba2 tampilan layar berubah bahasanya. bukan teks di film, tp di layar depan netflix nya. Udah msk ke pengaturan. ganti ke bhs indo tp tetep aja ga mau berubah. ada yg bisa bantu solusinya gak??",3
Bgusss bngeddd nyaman nonton dsinii,5
"app lancang main auto debit aja saldo orang,, kalau filem nya kualitas nya bagus gak apa lah ini",1
suka gabisa login,2
"ini netflix knp ya, film tahun2 lama ada, tp yg terbaru gk ada pdhal udah setahun. mana film yg populer gk termasuk ada di pencaharian. nyesel udah langganan",2
apk ini ngeselin banget masak harus buat akun dulu. y gpp tapi aku buat akun itu GK bisa. badahal dah lengkap aku masukin semua eh malah gk bisa login terus pliss lah GK usah pakek daftar akun kalo bisa cuma masukin nomor Ama nama aja,2
Aplikasi kepo bagusnya dihapus saja dari sosial media karena amat sulit untuk masuk dibanding sama aplikasi yg lain,1
"saya ingin refund dana langganan namun tidak bisa,",1
speed nya tolong tambahin lh Netflix... masak cuma sampe x1.5 doang. minimal x2 lh. kalo nonton film yang kebanyakan yapping ga penting x1.5 bener2 kurang. jadi tolong bikinin sampe x2. atau emg ga mampu otak programmer nya bikin sampe x2? 🤔,2
"Can you please provide an option to block a certain genre from our profile? i'm so tired everytime i open the app, the horror movie poster always shows up - especially indonesian horror movie.",4
apa ny bagus,5
ni netflix banyak sekali pilihan film film menarik cuma emang aplikasinya sering bermasalah lah...udah donlot film...eh g bisa ditonton lah...loading terus lah .dll..bintang 3 aja dulu yaaa,3
"Ndak bisa dibuka, ribet.",4
mantap netflix aku tidak pernah bisa menonton film ini,5
ini eror apa gimana dah...ubah profil aja gak bisa coba,2
Susah di donwload,1
"kok bayar sih, kan semua milik Allah",1
tidak diragukan lagi aplikasi streaming film terbaikkkk,5
apk eek mau log in aja ribet bgttt cok,1
tontonan berbayar??? Rugi Dong. Langsung Gua Uninstall,1
bagus bangat,5
"kualitas gambar jelek, udah kaya kaset CD jaman dulu krecek2. tolong di perbaiki, nonton jdi keganggu gambar ga jelas krecek2 bergaris",1
buat fitur ubah resolusi layar kualitas video. biar bisa di setting mau kualitas 4K. kualitas sering turun tiba-tiba dan bnyk fitur lain yg kurang contoh itu iqiyi dan bsatation fitur lengkap bisa setting kualitas 4K,1
disuruh berlangganan terus padahal akun sebelumnya sudah berlangganan. admin korup,1
kenapa ya suka ada kesalahan di aplikasi itu setiap aku bikin akun suka aja eror,1
kok ngak bisa nonton ya,5
"Ini maksudnya apa ya? Kenapa gk bisa? Pdahal itu benar akun saya. Tpi kalo ganti ke pembayaran lain bisa, aneh. Masa fokus ke 1 Payment doang.",2
"film-filmnya bagus, aku saja yg susah utk memulai 🫣😬🙄",5
tidak bisa berhenti langganan saldo kepotong terus,1
galeri,1
saya kecewa isinya tidak lengkap squid game season 2 saja tidak ada padahal sudah lama rilis banyak film yang saya ingin tonton tidak ada,1
tlg hapus berlangganan saya,1
mudah akses film,5
aku kasih bintang 1 dulu HP ku infinix gt 10 pro sinyal ngebut aku cek 20mbps kenapa klo lihat film terbaru selalu buffering? klo film lama rilis kadang bisa di putar kadang buffering (gabisa diputar/stuck) udah ku download juga masih tetep gabisa di putar buffering terus ini HP nya atau apk nya sih masalahnya HP juga udah update Software juga klo sampai ga bisa nyelesaiin masalahnya aku bintang 1 dan ga berlangganan lagi klo udah normal gaada kendala aku balik ke sini aku kasih bintang 5. -__-,1
"film nya bagus sekali,dan kualitas grafiknya juga bagus",5
gak enak daftar harus bayar dlu,1
ada apa dengan netflix ya... saya mau bayar kok gak bisa ya.... gak bisa nonton jadi nya. padahal sudah berlangganan,2
apk kikir,1
"kualitas gambar kurang baik,,, cara mengatasinya gmn yahh min??",3
👌,5
susah bgt buat login ny ya ampun,1
nasib hp kentang,1
Bagus banget,5
kenapa tidak muncul video nya memuat terus biar sudah di download video nya juga tetap sama memuat terus trailer ato teaser nya bisa play tapi giliran film atau series nya langsung malah memuat terus,1
"gak bisa login .. tunggu sesaat teruss tapi lama, emang mau nonton harus nunggu yg beginian",1
Suka macet dan tiba tiba di suruh pembaruan di tv android dan ketika sudah diperbaharui malah tidak bisa,1
"jadwal pembayaran selanjutnya masih tgl 26 November 2025, tp mulai dari awal November kemarin setiap mau menonton film tidak bisa, harus melakukan pembayaran.",3
mengecewakan,1
selalu bermasalah dalam hal pembayaran,1
"gabisa bayar, jelek",1
sering terjadi eror saat login,1
aplikasi ini sangat berguna untuk waktu luang seperti waktu lagi ngemil,5
"ga bisa, susah",1
aplikasi cacat,1
"aplikasi paling lemot, jangan install aplikasi ini",1
kenapa gak bisa login woy netflix kalau bikin aplikasi jangan cacat lah padahal mau berlanggan loh malah gak bisa login dasar netflix cacat,1
"Netflix itu mantap banget paketnya juga banyak, film nya apalagi banyak banget mulai dari horor, komedi, k-pop, drakor, dll. Pokoknya Rekomend lah",5
ajing dana aku ke potong padahal tdk pernah berlangganan ajing aplikasinya ajah tdk ada,1
pelit amat apk kon ol login aj ga boleh,1
paling ada GTA San Andreas aku mah suka main GTA San Andreas tapi nggak bisa nggak bisa di HP redmi bisanya di HP yang lain tapi aku nggak cari di youtube tapi ada orang dewasa yang bisa main main GTA San Andreas di Netflix ini aplikasinya ajaib woi mantap nih mantap mantap wah ini harus dicoba sih guys terus saya sebarin ke teman saya,5
"bolak balik masuk ke email nya disuruh keluar terus. tolong dong sistem nya diperbaiki, mau nonton jadi ga bisa. alasannya bukan rumah alamat email. padahal saya pake 2 hp dengan 1 email biar mudah gantian pake nya huftt...",1
